"stn","Cruise","CTD","depth_m","Month","Day","Year","LatitudeDegN","LongitudeDegE","AmpliconTotal","Trichodesmium","UCYN_A","UCYN_BC","Other_Cyano","MG1","Other_GammaProt","C3a","C1d","DeltaProt","AlphaProt","Bradyrhizobium","VNF_methylomo.9999s","Other","MetaTotal","Trichodesmium.1","UCYN_A.1","UCYN_BC.1","Other_Cyano.1","MG1.1","Other_GammaProt.1","C3a.1","C1d.1","DeltaProt.1","AlphaProt.1","Bradyrhizobium.1","VNF_methylomo.9999s.1","Other.1"
"I07_GS024","I07N",1,7,5,14,2018,-5.6037,54.9467,33680,64,0,0,0,26138,7445,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_416","I07N",0,7,5,15,2018,-5.3475,55.118,8175,878,0,0,0,3075,2319,613,423,737,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_420","I07N",0,7,5,15,2018,-5.1055,55.284,69,24,2,0,0,35,3,0,5,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,7
"I07_GS025","I07N",1,7,5,15,2018,-5.1057,55.2838,63650,13833,12,0,11610,35121,10,0,5,0,0,0,3034,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_GS026","I07N",1,7,5,19,2018,-3.7122,55.4608,1630,0,0,0,0,1628,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_423","I07N",0,7,5,20,2018,-3.7064,55.4678,93415,389,0,0,0,8359,25041,17344,34382,7119,0,0,0,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_427","I07N",0,7,5,20,2018,-3.4765,55.8029,104437,11,0,0,0,7662,36189,17288,23179,20062,0,0,0,46,8,0,0,0,0,0,0,0,0,0,0,0,1,7
"I07_431","I07N",0,7,5,20,2018,-3.2372,56.0005,1544,24,0,0,0,99,536,94,633,136,0,0,0,22,12,0,0,0,0,2,2,0,4,0,0,0,1,3
"I07_435","I07N",0,7,5,20,2018,-2.9955,56.1942,62614,5276,0,0,0,5429,23704,8849,17216,1596,0,0,0,544,2,1,0,0,0,0,0,0,0,0,0,0,0,1
"I07_438","I07N",0,7,5,20,2018,-2.8112,56.3517,31172,1071,0,0,0,5375,9698,5340,6286,2704,0,0,405,293,6,0,0,0,0,0,1,0,0,2,0,0,0,3
"I07_442","I07N",0,7,5,20,2018,-2.7412,56.4284,58042,6810,0,0,0,8963,11359,9874,13538,7174,0,0,0,324,2,0,0,0,0,0,0,0,2,0,0,0,0,0
"I07_GS027","I07N",1,7,5,20,2018,-3.2358,55.996,19994,5758,750,0,0,6289,2411,1777,1203,1573,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS028","I07N",1,7,5,20,2018,-2.9978,56.1927,19354,0,17,4,0,19295,5,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_446","I07N",0,7,5,21,2018,-2.2649,56.8159,16581,2802,0,0,0,2074,3657,3089,3732,1118,0,0,0,109,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"I07_450","I07N",0,7,5,21,2018,-2.0798,56.9634,56234,4466,0,0,0,8500,18981,10022,6331,7805,0,0,10,119,5,0,0,0,0,0,1,0,0,0,0,0,0,4
"I07_454","I07N",0,7,5,21,2018,-1.7693,57.2228,68021,11020,0,0,1196,4344,24160,8810,8929,9406,0,0,0,156,11,0,0,0,0,0,1,0,0,0,0,0,0,10
"I07_458","I07N",0,7,5,21,2018,-1.273,57.2359,34,19,0,0,0,0,0,10,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"I07_461","I07N",0,7,5,21,2018,-1.2307,57.2529,64978,10435,0,0,0,14312,13037,11748,6159,9287,0,0,0,0,11,0,0,0,0,0,0,1,0,1,0,0,0,9
"I07_465","I07N",0,7,5,21,2018,-0.8648,57.2445,91530,36748,0,71,0,14903,14238,12054,6086,7430,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,8
"I07_GS029","I07N",1,7,5,21,2018,-2.291,56.7873,31070,487,93,17,0,22459,0,7553,0,0,0,0,0,461,7,0,0,0,0,0,0,0,0,0,0,0,0,7
"I07_469","I07N",0,7,5,22,2018,-0.8192,57.2574,58959,379,0,0,0,12413,787,18153,7850,19049,0,0,0,328,37,0,0,0,0,6,2,11,6,5,2,0,0,5
"I07_473","I07N",0,7,5,22,2018,-0.5058,57.2624,89979,17966,0,0,0,26491,12654,11470,9325,12073,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,3
"I07_477","I07N",0,7,5,22,2018,-0.2462,57.2739,14,0,6,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"I07_481","I07N",0,7,5,22,2018,-0.082,57.2695,37663,9595,0,0,0,6901,7751,6074,2438,4820,0,0,0,84,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"I07_484","I07N",0,7,5,22,2018,-0.0032,57.2692,113555,23037,0,0,0,18032,21640,26372,12991,11483,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_488","I07N",0,7,5,22,2018,0.2468,57.2803,95497,26208,0,76,0,21360,8210,18537,8171,12158,0,0,0,777,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"I07_GS030","I07N",1,7,5,22,2018,-0.5058,57.2607,18563,87,25,0,0,18238,21,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS031v1","I07N",1,7,5,22,2018,-8e-04,57.269,41736,28652,0,0,0,12115,0,0,0,0,0,0,0,969,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"I07_492","I07N",0,7,5,23,2018,0.2463,57.2715,34838,5433,0,0,0,10316,7397,3131,2307,6250,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"I07_496","I07N",0,7,5,23,2018,0.4957,57.281,74030,35879,1539,662,14,14919,9295,6537,1201,3876,0,0,22,86,7,3,0,0,0,3,0,1,0,0,0,0,0,0
"I07_500","I07N",0,7,5,23,2018,0.9314,57.2968,84462,30349,2629,1829,14,25891,4772,14355,1081,3249,0,0,73,220,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"I07_504","I07N",0,7,5,23,2018,1.0038,57.2967,61684,20235,325,521,1275,13347,8667,8264,1202,7143,0,0,13,692,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"I07_507","I07N",0,7,5,23,2018,1.1995,57.3043,9955,4884,527,19,0,1784,1375,952,194,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_511","I07N",0,7,5,23,2018,1.4607,57.3098,101069,42363,7256,1210,101,24369,12097,5313,1543,6733,0,0,55,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS031v2","I07N",1,7,5,23,2018,0.4982,57.2758,58704,31063,8838,2344,7,13379,2,0,0,0,9,0,177,2885,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_GS033","I07N",1,7,5,23,2018,1.1878,57.2992,13152,8082,1124,101,0,3845,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_515","I07N",0,7,5,24,2018,1.7747,57.3213,74920,30998,0,291,11,21819,6515,11385,2599,1230,0,0,37,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_519","I07N",0,7,5,24,2018,2.0037,57.3327,76643,31772,4853,395,127,20007,2401,7604,2966,6518,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1
"I07_523","I07N",0,7,5,24,2018,2.3984,57.6947,30404,13133,401,475,0,9763,4805,273,920,587,0,0,47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_527","I07N",0,7,5,24,2018,2.5621,57.8565,61662,22949,4694,704,166,15759,12381,2856,1363,687,0,0,39,64,8,0,0,0,0,1,0,0,0,0,0,0,1,6
"I07_531","I07N",0,7,5,24,2018,2.7984,58.063,59628,28043,1099,1265,30,10972,10527,2510,2380,2740,0,0,28,34,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"I07_535","I07N",0,7,5,24,2018,3.1844,58.418,72452,21183,1341,420,0,12409,20377,5719,2727,8161,0,0,5,110,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_GS034","I07N",1,7,5,24,2018,2.0078,57.33,35378,16628,5464,352,0,12912,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS035","I07N",1,7,5,24,2018,2.7988,58.0615,37852,10472,9970,1551,0,15803,0,0,0,0,0,0,56,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"I07_539","I07N",0,7,5,25,2018,3.1944,58.4289,11770,3237,1058,148,4,2675,1251,1821,550,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_543","I07N",0,7,5,25,2018,3.5943,58.7916,77767,33008,6200,827,170,14681,12203,3973,829,5739,0,0,58,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_547","I07N",0,7,5,25,2018,3.6588,58.7882,73932,27062,6511,1136,0,14937,12067,8539,1216,2385,0,0,79,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"I07_551","I07N",0,7,5,25,2018,3.9972,59.1579,72,47,0,0,0,21,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"I07_555","I07N",0,7,5,25,2018,4.3504,59.4872,56287,25895,8,691,0,16188,3625,5817,1450,2575,0,0,38,0,5,2,0,0,0,0,0,0,0,0,0,0,0,3
"I07_559","I07N",0,7,5,25,2018,4.3887,59.5244,56660,32367,2561,1198,125,11069,5037,1013,1670,1565,0,0,55,0,10,6,0,0,0,0,0,0,0,0,0,0,0,4
"I07_GS036","I07N",1,7,5,25,2018,4.3782,59.5145,200,105,37,0,0,58,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2
"I07_563","I07N",0,7,5,26,2018,4.7965,59.8918,34422,19346,2219,287,49,6076,2832,2136,1022,416,0,0,0,39,10,10,0,0,0,0,0,0,0,0,0,0,0,0
"I07_567","I07N",0,7,5,26,2018,5.0555,60.1297,59623,33575,5448,519,122,10543,4541,1247,1114,2493,0,0,21,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
"I07_571","I07N",0,7,5,26,2018,5.2018,60.2623,13707,9261,1613,91,0,1777,297,368,93,204,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"I07_575","I07N",0,7,5,26,2018,5.5952,60.6264,87033,41624,7107,1727,119,15314,6614,3473,2910,7900,0,0,0,245,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"I07_579","I07N",0,7,5,26,2018,5.9556,60.9559,64784,28284,2140,642,0,11147,6038,6551,3927,6055,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"I07_583","I07N",0,7,5,26,2018,5.9936,60.9906,85197,57632,3988,889,143,11793,4158,3715,427,2452,0,0,0,0,6,5,0,0,0,1,0,0,0,0,0,0,0,0
"I07_GS037","I07N",1,7,5,26,2018,5.197,60.2587,2896,2360,149,25,0,354,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS038","I07N",1,7,5,26,2018,5.9957,60.9932,101283,77779,7584,867,280,14538,0,22,0,0,0,0,213,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"I07_587","I07N",0,7,5,27,2018,6.402,61.3622,9439,6181,502,112,0,1323,289,512,83,429,0,0,0,8,6,3,0,0,0,0,0,0,0,1,0,0,0,2
"I07_591","I07N",0,7,5,27,2018,6.5259,61.4786,61026,29376,7977,961,159,14217,4999,1229,50,2044,0,0,14,0,4,2,0,0,0,0,0,0,0,0,0,0,0,2
"I07_595","I07N",0,7,5,27,2018,6.7902,61.7254,69189,35556,10713,2570,46,10970,3780,5461,40,53,0,0,0,0,13,5,0,2,0,0,0,0,0,0,0,0,0,6
"I07_599","I07N",0,7,5,27,2018,7.1237,62.0267,69161,31207,3845,3964,431,17565,7411,2297,1534,834,0,0,73,0,4,1,0,0,0,2,0,0,0,0,0,0,1,0
"I07_603","I07N",0,7,5,27,2018,7.2096,62.1054,18604,10934,1894,711,31,3341,1065,406,166,35,0,0,0,21,4,2,0,0,0,0,0,0,0,1,0,0,0,1
"I07_607","I07N",0,7,5,27,2018,7.595,62.4598,75792,25892,9520,4106,693,24594,6131,1881,2171,438,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS039","I07N",1,7,5,27,2018,6.7923,61.7252,11210,4894,2610,586,19,3101,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"I07_GS040","I07N",1,7,5,27,2018,7.5898,62.4565,116774,24507,28971,8784,3402,50941,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_611","I07N",0,7,5,28,2018,7.795,62.645,75372,24838,5959,2469,143,23765,5508,5179,2391,5092,0,0,28,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"I07_615","I07N",0,7,5,28,2018,7.9896,62.8255,103689,54567,2865,2476,464,23343,5252,4547,2588,7587,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"I07_619","I07N",0,7,5,28,2018,8.395,63.1933,29823,16271,1285,1403,316,8158,1728,0,129,533,0,0,0,0,8,3,0,0,1,0,0,0,0,0,0,0,0,4
"I07_623","I07N",0,7,5,28,2018,8.5453,63.3326,63122,35395,1626,2339,191,17734,4189,773,241,562,0,0,61,11,5,3,0,0,0,0,0,0,0,0,0,0,2,0
"I07_627","I07N",0,7,5,28,2018,8.7947,63.5637,43961,20877,1637,1495,36,9162,1000,2927,856,5872,0,0,0,99,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"I07_631","I07N",0,7,5,28,2018,9.1341,63.8733,74254,36140,1973,1141,0,13402,12063,2739,1223,5514,0,0,21,38,4,3,0,0,0,0,0,0,0,0,0,0,0,1
"I07_GS041","I07N",1,7,5,28,2018,8.3957,63.1937,11726,3786,1567,521,204,5546,0,12,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS042","I07N",1,7,5,28,2018,9.187,63.9213,15130,11238,188,29,0,3675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_635","I07N",0,7,5,29,2018,9.1954,63.9315,9560,6483,87,77,0,1358,325,436,405,389,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,2
"I07_639","I07N",0,7,5,29,2018,9.5969,64.2962,64158,26101,3207,3759,0,20591,8046,151,673,1414,0,0,211,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_643","I07N",0,7,5,29,2018,9.6741,64.3698,60357,20794,4319,1455,95,16039,10960,3554,666,2473,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"I07_647","I07N",0,7,5,29,2018,9.9845,64.666,752,342,40,3,0,230,88,16,8,25,0,0,0,0,6,1,0,0,0,2,0,0,0,1,0,0,0,2
"I07_651","I07N",0,7,5,29,2018,10.3669,64.6673,13284,5467,279,198,7,4873,1298,469,172,517,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,1
"I07_655","I07N",0,7,5,29,2018,10.5378,64.6657,4903,3646,74,65,0,645,193,184,10,86,0,0,0,0,9,4,0,0,0,0,1,0,0,0,0,0,0,4
"I07_GS043","I07N",1,7,5,29,2018,9.9895,64.6675,31877,16019,2047,655,0,13156,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1
"I07_659","I07N",0,7,5,30,2018,11.0729,64.6655,1108,950,0,7,0,90,61,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
"I07_663","I07N",0,7,5,30,2018,11.131,64.6614,2570,1644,24,0,0,502,248,54,0,98,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1
"I07_667","I07N",0,7,5,30,2018,11.6191,64.6672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1
"I07_671","I07N",0,7,5,30,2018,12.0486,64.6685,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"I07_675","I07N",0,7,5,30,2018,12.1593,64.6693,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0
"I07_679","I07N",0,7,5,30,2018,12.7035,64.6674,12,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,1
"I07_GS044","I07N",1,7,5,30,2018,11.0735,64.665,23841,9839,665,926,0,12383,0,0,0,0,0,0,28,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS045","I07N",1,7,5,30,2018,12.1277,64.6678,62212,30261,2704,3869,0,25238,0,0,0,0,0,0,140,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"I07_683","I07N",0,7,5,31,2018,12.8521,64.6665,59650,18725,1434,3019,0,16395,18366,404,794,513,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,2
"I07_687","I07N",0,7,5,31,2018,13.2422,64.6679,64115,38965,1466,1099,0,12552,7376,1364,1206,0,0,0,87,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"I07_691","I07N",0,7,5,31,2018,13.7834,64.6671,68382,25992,0,1670,0,28919,9194,378,2080,58,0,0,16,75,4,1,0,0,0,1,0,0,0,0,0,0,0,2
"I07_695","I07N",0,7,5,31,2018,13.7872,64.6658,60989,31031,0,801,93,16997,6495,2221,824,2492,0,0,21,14,3,1,0,0,0,0,1,0,0,0,0,0,0,1
"I07_699","I07N",0,7,5,31,2018,14.3253,64.6682,1803,635,0,0,0,593,475,42,56,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"I07_703","I07N",0,7,5,31,2018,14.4836,64.6675,86469,21464,13,110,16,30693,6255,12815,6620,8231,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS046","I07N",1,7,5,31,2018,13.2435,64.6692,67855,36277,6236,864,0,24347,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS047","I07N",1,7,5,31,2018,14.3195,64.6688,84264,57221,4,261,43,26418,0,0,0,0,0,0,317,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"I07_707","I07N",0,7,6,1,2018,14.8662,64.6666,58583,14113,0,0,0,29395,8049,2184,1421,3380,0,0,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_710","I07N",0,7,6,1,2018,15.0137,64.9206,96515,29823,1838,1673,115,36215,15747,3469,2010,5290,0,0,299,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"I07_714","I07N",0,7,6,1,2018,15.1407,65.1394,68862,27794,1069,298,30,21628,3641,3998,2422,7892,0,0,70,20,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"I07_718","I07N",0,7,6,1,2018,15.4183,65.622,60971,33001,897,461,0,13983,3567,3013,613,5436,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,1,0
"I07_722","I07N",0,7,6,1,2018,15.4738,65.7165,92848,44882,2033,1624,229,24436,10703,1870,1207,5754,0,0,106,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"I07_726","I07N",0,7,6,1,2018,15.689,66.089,81247,36279,0,2440,799,21306,10028,4142,973,5247,0,0,17,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS048","I07N",1,7,6,1,2018,15.1412,65.141,78205,25225,8593,2541,822,40721,0,0,0,0,0,0,271,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS049","I07N",1,7,6,1,2018,15.6883,66.0903,1623,1017,0,15,107,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_730","I07N",0,7,6,2,2018,15.874,66.4118,3298,2050,50,0,0,607,171,149,16,250,0,0,0,5,5,2,0,0,0,1,0,0,0,0,0,0,0,2
"I07_734","I07N",0,7,6,2,2018,15.9665,66.569,89114,17974,22,72,9,22513,576,20702,7995,19159,0,0,7,85,4,2,0,0,0,2,0,0,0,0,0,0,0,0
"I07_738","I07N",0,7,6,2,2018,16.2354,67.04,77965,31316,1095,1361,73,31950,7655,1402,1593,1443,0,0,71,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_742","I07N",0,7,6,2,2018,16.4111,67.3423,34144,12906,831,731,141,14184,2321,2718,34,202,0,0,0,76,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"I07_746","I07N",0,7,6,2,2018,16.5096,67.5151,8599,4634,49,13,8,3317,454,54,41,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_750","I07N",0,7,6,2,2018,16.7846,67.9933,28514,14579,91,265,31,8434,3088,493,1167,318,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS050","I07N",1,7,6,2,2018,16.2358,67.0402,51527,21290,5,2301,0,27584,337,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS051","I07N",1,7,6,2,2018,16.785,67.9927,49555,15460,66,1372,0,31553,0,0,0,0,0,0,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_754","I07N",0,7,6,3,2018,16.7882,68.0029,15188,9301,0,32,0,3168,1855,111,492,218,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_758","I07N",0,7,6,3,2018,17.063,68.4712,14092,9017,117,259,58,3389,754,0,164,316,0,0,18,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0
"I07_762","I07N",0,7,6,3,2018,17.1918,68.7013,21861,11550,0,213,26,7489,689,257,21,1598,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_766","I07N",0,7,6,3,2018,17.3319,68.9528,5554,4583,0,43,5,604,203,91,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_770","I07N",0,7,6,3,2018,17.5483,69.4253,47440,29336,8,310,434,11884,1970,2044,822,533,0,0,64,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_774","I07N",0,7,6,3,2018,17.5735,69.4822,257,219,0,0,0,38,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS053","I07N",1,7,6,3,2018,17.7192,68.9855,51086,32460,0,4924,1349,12351,2,0,0,0,0,0,0,0,5,3,1,0,0,1,0,0,0,0,0,0,0,0
"I07_778","I07N",0,7,6,4,2018,17.7202,68.9828,107545,57968,0,639,145,27049,10729,4168,1840,4961,0,0,44,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"I07_782","I07N",0,7,6,4,2018,17.7915,68.7337,109114,60700,0,494,944,23604,13049,8705,608,575,0,0,65,370,2,0,0,0,0,0,2,0,0,0,0,0,0,0
"I07_786","I07N",0,7,6,4,2018,17.8666,68.4813,116655,54858,2690,1154,511,25319,4386,9426,1416,9811,142,0,664,6278,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"I07_790","I07N",0,7,6,4,2018,17.9987,68.0063,118492,70374,0,341,0,20653,12144,9018,2929,2824,0,0,209,0,6,5,0,0,0,1,0,0,0,0,0,0,0,0
"I07_GS054","I07N",1,7,6,4,2018,17.9958,68.014,94538,48301,7,2349,682,40974,0,880,0,0,0,0,1345,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"IN000","IO9N",0,7,3,22,2016,-31.033518,110.454745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"IN001","IO9N",0,7,3,22,2016,-31.033518,110.454745,37561,2469,18598,0,56,7650,6809,771,152,535,189,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN002","IO9N",0,7,3,22,2016,-30.847645,109.387913,899,12,759,0,0,122,3,0,0,0,0,0,3,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0
"IN003","IO9N",0,7,3,22,2016,-30.697225,108.524423,2449,0,1988,0,0,287,122,29,0,0,0,0,23,0,7,0,5,0,1,1,0,0,0,0,0,0,0,0
"IN004","IO9N",0,7,3,23,2016,-30.538992,107.653317,8015,0,5822,0,12,1042,927,97,0,0,13,0,102,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0
"IN005","IO9N",0,7,3,23,2016,-30.358282,106.583418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
"IN006","IO9N",0,7,3,23,2016,-30.207317,105.720833,18887,1388,10062,0,0,4093,2909,181,45,111,24,0,74,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"IN007","IO9N",0,7,3,23,2016,-30.044142,104.78665,77888,6908,39658,0,8,20256,8148,1100,362,26,338,0,1062,22,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"IN008","IO9N",0,7,3,23,2016,-29.864163,103.766577,4824,274,2564,0,0,1220,540,49,14,85,29,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN009","IO9N",0,7,3,24,2016,-29.726408,103.005432,35319,1402,15526,0,0,10021,4390,2668,761,224,0,0,264,63,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"IN010","IO9N",0,7,3,24,2016,-29.515103,101.785073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0,0,0,0,0,0
"IN011","IO9N",0,7,3,24,2016,-29.334833,100.762633,529,41,363,0,0,82,43,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
"IN012","IO9N",0,7,3,24,2016,-29.177833,99.8776833,272,56,10,0,0,118,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN014","IO9N",0,7,3,24,2016,-28.859807,98.0601667,306,23,248,0,0,10,25,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,4
"IN015","IO9N",0,7,3,25,2016,-28.7014,97.1787333,21042,2739,6653,0,0,7449,3236,45,0,13,907,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"IN016","IO9N",0,7,3,25,2016,-28.538475,96.2634333,11063,1664,2759,0,45,4236,1582,503,0,0,78,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN017","IO9N",0,7,3,25,2016,-28.313,94.9997667,6436,0,1243,0,0,1821,2243,7,0,846,18,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN018","IO9N",0,7,3,25,2016,-27.711317,95.0004167,1415,125,450,0,0,426,384,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN019","IO9N",0,7,3,25,2016,-27.325013,94.999925,758,200,130,4,0,243,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN020","IO9N",0,7,3,25,2016,-27.107527,94.999515,1147,103,455,0,0,220,260,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN021","IO9N",0,7,3,26,2016,-26.517437,94.9994883,3694,0,1178,78,0,1266,959,41,9,40,11,0,107,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IN022","IO9N",0,7,3,26,2016,-25.99,94.9998333,5403,362,1639,109,0,1678,1145,56,0,265,16,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
