"stn","Cruise","CTD","depth_m","Month","Day","Year","LatitudeDegN","LongitudeDegE","AmpliconTotal","Trichodesmium","UCYN_A","UCYN_BC","Other_Cyano","MG1","Other_GammaProt","C3a","C1d","DeltaProt","AlphaProt","Bradyrhizobium","VNF_methylomo.9999s","Other","MetaTotal","Trichodesmium.1","UCYN_A.1","UCYN_BC.1","Other_Cyano.1","MG1.1","Other_GammaProt.1","C3a.1","C1d.1","DeltaProt.1","AlphaProt.1","Bradyrhizobium.1","VNF_methylomo.9999s.1","Other.1"
"C132020_225","C13.5",0,7,4,15,2020,33.58737,-71,28348,0,0,0,0,19866,7928,0,0,0,0,0,554,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
"C132020_226","C13.5",0,7,4,15,2020,33.73502,-71,27723,136,8,0,0,13690,4432,3262,1190,4978,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C132020_227","C13.5",0,7,4,15,2020,33.8576,-71,57621,10161,0,0,0,35322,11836,59,0,0,0,0,243,0,5,0,0,0,0,1,0,0,0,0,0,0,3,1
"C132020_229","C13.5",0,7,4,16,2020,33.11592,-72,249,27,0,0,0,186,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C132020_230","C13.5",0,7,4,16,2020,33.31501,-73,303,11,0,0,0,224,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C132020_231","C13.5",0,7,4,16,2020,34.50449,-73,354,22,0,0,0,299,33,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"C132020_232","C13.5",0,7,4,16,2020,35.61716,-73,321,53,0,0,0,228,40,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"C132020_233","C13.5",0,7,4,16,2020,35.73506,-73,25131,2526,0,0,0,19190,3409,0,0,0,0,0,6,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0
"C132020_234","C13.5",0,7,4,16,2020,35.94396,-74,30495,10765,76,0,0,16831,2812,0,0,0,0,0,11,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
"C132020_235","C13.5",0,7,4,16,2020,36.09096,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"C132020_0-9999","C13.5",0,7,-9999,-9999,2020,-9999,-9999,1205,963,32,0,0,178,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C132020_0-9999.1","C13.5",0,7,-9999,-9999,2020,-9999,-9999,14574,7029,12,0,0,6519,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C132020_221.5","C13.5",0,7,-9999,-9999,2020,-9999,-9999,33388,752,15,0,0,17109,14672,57,0,783,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"I07_001","I07N",0,7,4,25,2018,-29.99675,40.0075,494,138,32,4,0,226,39,28,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_004","I07N",0,7,4,25,2018,-30,40.1,45760,5338,456,0,3,9415,174,7609,6951,15737,0,0,0,77,95,1,0,0,0,12,8,9,45,9,0,0,0,11
"I07_006","I07N",0,7,4,25,2018,-30.0118,41.6422,63991,23672,12655,151,0,11029,410,2700,9854,3441,0,0,0,79,28,9,1,0,1,7,3,0,5,0,0,0,0,2
"I07_010","I07N",0,7,4,25,2018,-29.9998,42.6096,61640,19656,9436,52,0,11601,505,3844,10264,6185,0,0,0,97,41,7,1,0,1,14,2,0,13,2,0,0,1,0
"I07_014","I07N",0,7,4,26,2018,-29.9997,43.6521,64394,19100,16546,29,4,13462,175,1931,10952,1883,0,0,0,312,30,0,0,0,1,13,3,0,12,0,0,0,0,1
"I07_018","I07N",0,7,4,26,2018,-29.9998,44.604,34295,13694,4596,10,0,9008,194,1080,3667,1990,0,0,0,56,13,2,0,0,0,5,3,0,3,0,0,0,0,0
"I07_022","I07N",0,7,4,26,2018,-30.0003,45.5031,53899,14311,10734,15,0,13502,572,2038,8273,4230,0,0,0,224,15,1,0,0,0,10,2,0,2,0,0,0,0,0
"I07_026","I07N",0,7,4,26,2018,-29.9999,46.4018,50446,13843,7244,0,11,9620,504,5029,6328,7642,0,0,0,225,14,4,0,1,0,5,1,0,3,0,0,0,0,0
"I07_029","I07N",0,7,4,26,2018,-29.9999,47.3732,73133,23586,11713,0,0,17466,1041,5626,7491,6049,0,0,0,161,130,24,1,0,2,57,14,3,16,2,2,0,0,9
"I07_032","I07N",0,7,4,26,2018,-29.9998,48.3111,104966,17302,15015,163,7,31384,3813,8699,10659,17576,0,0,0,348,16,2,0,0,1,7,3,0,1,0,0,0,0,2
"I07_037","I07N",0,7,4,27,2018,-30.0007,49.2462,59100,18076,15686,9,0,11131,303,3714,3025,7057,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_040","I07N",0,7,4,27,2018,-30.0002,50.0109,79696,21552,27700,17,5,15756,581,2559,3542,7870,0,0,6,108,9,2,1,0,0,2,0,1,0,1,0,0,0,2
"I07_044","I07N",0,7,4,27,2018,-30.0002,50.9345,49297,24091,1580,96,0,1827,1056,614,656,19362,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_048","I07N",0,7,4,27,2018,-30.0012,51.2092,68859,13456,20510,153,0,14568,1308,3362,2744,12518,0,10,0,230,17,7,1,0,2,3,1,1,1,0,0,0,0,1
"I07_051","I07N",0,7,4,27,2018,-29.9996,51.8299,53404,15959,19327,166,2,7639,1358,2861,1617,4400,0,0,0,75,10,2,4,0,0,1,2,0,0,1,0,0,0,0
"I07_055","I07N",0,7,4,27,2018,-29.9999,52.8149,268,184,38,0,0,27,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_059","I07N",0,7,4,28,2018,-30.0004,53.7072,24,0,0,0,0,20,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_063","I07N",0,7,4,28,2018,-29.9998,54.4997,15212,1116,4284,17,31,3850,318,1185,1050,3317,0,0,0,44,7,0,1,0,0,0,2,2,0,0,0,0,0,2
"I07_067","I07N",0,7,4,28,2018,-29.9034,54.4995,20202,1772,6337,0,16,4116,728,1302,1084,4790,0,0,0,57,6,0,0,1,0,3,0,0,0,0,0,0,0,2
"I07_070","I07N",0,7,4,28,2018,-29.4962,54.4989,16853,458,1221,0,0,5294,180,2288,2184,5190,0,0,0,38,8,0,0,0,0,1,0,1,4,0,0,0,0,2
"I07_072","I07N",0,7,4,28,2018,-29.4989,54.5769,20874,3725,2566,0,26,5217,726,1956,2596,4022,0,0,0,40,5,0,0,0,0,2,0,0,0,1,0,0,0,2
"I07_076","I07N",0,7,4,28,2018,-28.9572,54.4988,15969,1401,1766,17,22,4627,375,1832,1447,4459,0,0,0,23,6,0,0,0,0,2,1,2,0,0,0,0,0,1
"I07_GS001","I07N",1,7,4,28,2018,-28.9832,54.4993,47326,13472,18736,246,1444,12863,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_081","I07N",0,7,4,29,2018,-28.6646,54.4986,18120,370,958,62,0,11528,298,4105,189,371,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_084","I07N",0,7,4,29,2018,-28.4941,54.4983,11967,1335,1303,0,23,3179,853,839,1620,2790,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_088","I07N",0,7,4,29,2018,-28.3245,54.4957,35925,80,790,0,4,10314,1784,6676,3758,12142,0,0,0,377,4,0,0,0,0,2,0,1,0,0,0,0,0,1
"I07_092","I07N",0,7,4,29,2018,-27.9928,54.4958,43609,1648,7494,0,0,11977,3041,5208,4962,9234,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_095","I07N",0,7,4,29,2018,-27.9528,54.4957,19362,343,1999,0,0,4810,379,3408,1453,6941,0,0,0,29,36,0,0,0,0,3,3,8,9,3,0,1,0,9
"I07_099","I07N",0,7,4,29,2018,-27.6598,54.494,59863,21525,19291,0,0,5713,566,3049,1946,7702,0,0,0,71,2,1,0,0,0,0,0,0,0,0,0,0,0,1
"I07_102","I07N",0,7,4,29,2018,-27.4168,54.4889,5612,763,1594,0,0,1210,0,832,279,931,0,0,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0
"I07_GS002","I07N",1,7,4,29,2018,-28.324,54.4965,56547,18840,22333,0,334,15040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_106","I07N",0,7,4,30,2018,-27.3308,54.4846,43725,7376,23591,0,0,3891,1205,1300,898,5445,0,0,0,19,7,0,2,0,1,2,0,0,0,0,0,0,0,2
"I07_110","I07N",0,7,4,30,2018,-27.0003,54.4863,54380,21568,23571,0,42,3356,745,2612,710,1704,0,0,0,72,3,1,0,0,2,0,0,0,0,0,0,0,0,0
"I07_114","I07N",0,7,4,30,2018,-26.7799,54.4882,83136,21593,29952,75,50,9789,2163,5193,4281,9927,0,0,0,113,4,1,0,0,0,0,1,0,0,0,0,0,0,2
"I07_117","I07N",0,7,4,30,2018,-26.6692,54.4886,57117,15634,20720,196,67,7237,2156,2398,2570,6131,0,0,0,8,5,1,1,0,0,0,0,0,3,0,0,0,0,0
"I07_121","I07N",0,7,4,30,2018,-26.3266,54.503,62765,6112,18913,304,40,16038,4870,6720,4757,4947,0,0,0,64,7,1,1,0,0,1,0,0,2,0,0,0,0,2
"I07_GS003","I07N",1,7,4,30,2018,-26.6688,54.4885,88872,36145,45454,533,175,6565,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,3
"I07_125","I07N",0,7,5,1,2018,-26.0627,54.5015,52923,5856,25997,475,2,8647,4232,2220,2067,3372,0,0,0,55,4,0,2,0,0,0,0,0,0,0,0,0,0,2
"I07_132","I07N",0,7,5,1,2018,-25.6592,54.5036,56670,10995,23794,430,79,6901,3411,716,3817,6233,0,0,0,294,12,2,0,0,0,2,1,0,0,0,0,0,1,6
"I07_135","I07N",0,7,5,1,2018,-25.5816,54.5041,64417,13042,24081,279,2,10166,1892,4475,2088,8310,0,0,0,82,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_138","I07N",0,7,5,1,2018,-25.3299,54.5038,64286,2059,12241,1415,0,12212,5091,8211,9093,13544,12,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_142","I07N",0,7,5,1,2018,-24.9958,54.4998,52972,3019,10230,802,0,11647,1972,8261,3791,13023,0,0,0,227,3,0,0,0,0,0,0,0,2,0,0,0,0,1
"I07_GS004","I07N",1,7,5,1,2018,-26.0117,54.5,14581,560,10376,749,115,2772,0,9,0,0,0,0,0,0,13,2,2,1,0,6,0,0,0,0,2,0,0,0
"I07_GS005","I07N",1,7,5,1,2018,-25.3297,54.5047,19961,0,10261,2564,0,7087,0,0,0,0,0,0,49,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7
"I07_146","I07N",0,7,5,2,2018,-24.9473,54.5118,48545,784,18784,152,0,7935,3485,10660,3842,2535,0,0,0,368,2,0,0,0,1,1,0,0,0,0,0,0,0,0
"I07_150","I07N",0,7,5,2,2018,-24.6612,54.5021,67723,3490,27941,693,0,10972,5833,6840,3448,8335,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_154","I07N",0,7,5,2,2018,-24.3338,54.519,55628,41,10056,5925,0,11550,5358,4314,9430,8624,0,0,0,330,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"I07_158","I07N",0,7,5,2,2018,-24.0535,54.5116,35444,1796,2460,344,0,13114,1967,5035,2990,7711,0,0,0,27,8,0,0,0,0,1,0,0,1,1,0,0,0,5
"I07_161","I07N",0,7,5,2,2018,-23.9886,54.5095,98148,22,11808,4197,304,25522,12406,15996,8361,18925,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_165","I07N",0,7,5,2,2018,-23.6558,54.5155,48043,0,195,161,0,11276,401,14930,6261,14518,0,0,0,301,66,0,0,0,1,8,6,20,18,6,0,0,0,7
"I07_GS006","I07N",1,7,5,2,2018,-23.6562,54.5153,16766,0,5396,3350,16,8004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_169","I07N",0,7,5,3,2018,-23.3326,54.5031,31353,330,2256,837,0,9832,4125,5222,2010,6480,0,0,0,261,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"I07_173","I07N",0,7,5,3,2018,-22.9933,54.5032,35658,667,847,1200,0,10682,4789,6655,2153,8614,0,0,0,51,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"I07_177","I07N",0,7,5,3,2018,-22.9166,54.5029,28124,1048,3509,2239,0,7026,2663,3619,2951,4750,0,0,0,319,3,0,0,0,0,0,0,1,0,0,0,0,0,2
"I07_181","I07N",0,7,5,3,2018,-22.4947,54.5006,59803,254,2995,3384,0,16157,12508,10670,5651,7570,0,0,8,606,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"I07_184","I07N",0,7,5,3,2018,-22.0147,54.5055,52511,7486,17073,488,0,9730,3998,5056,2260,6315,0,0,0,105,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_188","I07N",0,7,5,3,2018,-21.9951,54.5198,42188,2993,8329,709,4,11174,5097,7953,2566,3118,0,0,0,245,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"I07_GS007","I07N",1,7,5,3,2018,-23.3332,54.5015,18440,0,6979,2523,879,8059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_192","I07N",0,7,5,4,2018,-21.4986,54.3169,44067,13089,16841,228,0,4655,2543,2916,1100,2668,0,0,0,27,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"I07_196","I07N",0,7,5,4,2018,-21.205,54.43,57977,6948,15981,605,419,11392,4189,6613,4059,7715,0,0,0,56,5,0,0,0,0,1,0,0,0,0,0,0,0,4
"I07_200","I07N",0,7,5,4,2018,-21.001,54.509,29519,4948,13028,1214,4,6301,305,1220,274,2171,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_203","I07N",0,7,5,4,2018,-20.5022,54.5168,33371,6701,12872,406,116,7044,820,2249,440,2723,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"I07_205","I07N",0,7,5,4,2018,-20.3369,54.51,43159,10186,16479,2219,128,6450,478,3907,653,2574,0,0,0,85,6,0,1,2,1,1,0,0,0,0,0,0,0,1
"I07_209","I07N",0,7,5,4,2018,-19.9971,54.4966,36500,6615,16980,1853,0,6135,956,1424,332,2205,0,0,0,0,9,2,2,2,0,0,0,0,0,0,0,0,0,3
"I07_GS008","I07N",1,7,5,4,2018,-21.5058,54.3188,24718,119,18893,456,0,5250,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0
"I07_GS009","I07N",1,7,5,4,2018,-20.5048,54.5155,2158,264,1317,121,0,456,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
"I07_213","I07N",0,7,5,5,2018,-19.6282,54.6225,54633,1952,4869,395,0,13641,3727,12785,2639,12897,0,0,0,1728,3,0,0,0,0,0,0,1,0,0,0,0,0,2
"I07_217","I07N",0,7,5,5,2018,-19.4888,54.6711,38037,3542,0,757,0,11544,7162,6593,2700,5305,0,0,2,432,8,1,0,0,0,0,0,0,0,0,0,0,0,7
"I07_221","I07N",0,7,5,5,2018,-19.0042,54.8286,53871,2528,0,295,0,13936,10357,11450,6989,8061,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_225","I07N",0,7,5,5,2018,-18.8598,54.8749,25282,2841,723,179,0,10222,2128,3715,1991,3478,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,7
"I07_228","I07N",0,7,5,5,2018,-18.5029,54.9899,26659,2846,0,414,16,9389,3475,5228,1819,3472,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"I07_232","I07N",0,7,5,5,2018,-18.1222,54.999,38006,3356,490,297,0,16681,3686,8892,1032,3485,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS010","I07N",1,7,5,5,2018,-19.4902,54.6708,21219,9,0,3285,1786,16129,3,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"I07_GS011","I07N",1,7,5,5,2018,-18.5033,54.989,48965,30,7,13895,0,35014,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_236","I07N",0,7,5,6,2018,-18.0187,55.0058,43871,0,0,446,0,14989,11029,5426,4782,6428,0,0,0,771,3,0,0,0,0,1,0,0,0,0,1,0,0,1
"I07_240","I07N",0,7,5,6,2018,-17.3673,54.9963,4533,328,7,14,0,1521,692,490,445,1036,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_244","I07N",0,7,5,6,2018,-17.3325,54.9969,38658,0,1930,0,0,13320,3774,10575,1836,6556,0,22,0,645,3,0,0,0,0,1,0,0,0,0,0,0,0,2
"I07_248","I07N",0,7,5,6,2018,-16.7954,54.9991,58085,31,0,0,0,12847,15035,8031,8710,13268,0,163,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_251","I07N",0,7,5,6,2018,-16.4186,54.9974,41098,5744,5,0,0,9484,6781,7887,2856,8261,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_255","I07N",0,7,5,6,2018,-16.2271,54.9976,39168,0,0,560,0,11553,11778,7559,2225,5320,133,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_GS012","I07N",1,7,5,6,2018,-17.3687,54.9963,63873,1690,0,12,81,44178,41,34,17806,12,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_GS013","I07N",1,7,5,6,2018,-16.2303,54.9955,326,118,0,6,0,52,19,13,2,30,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_259","I07N",0,7,5,7,2018,-15.6515,55.0007,35116,619,0,0,0,6815,4500,11654,3189,8339,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"I07_263","I07N",0,7,5,7,2018,-15.5602,55.0007,38680,3809,0,11,0,11347,7958,3803,2872,8434,0,0,0,446,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"I07_267","I07N",0,7,5,7,2018,-15.091,55.0008,35750,352,252,42,0,8618,1094,8869,3788,12654,0,0,0,81,10,0,0,0,0,0,0,2,1,0,0,1,2,4
"I07_271","I07N",0,7,5,7,2018,-14.68,55.0025,37745,3677,0,0,0,9497,12998,4677,3926,2801,0,0,0,169,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"I07_274","I07N",0,7,5,7,2018,-14.5181,55.0039,39645,7982,5,0,0,7952,9192,5905,2224,6345,0,0,0,40,3,0,0,0,0,0,1,1,1,0,0,0,0,0
"I07_278","I07N",0,7,5,7,2018,-13.9534,55,59395,14837,292,1024,0,16415,8196,9090,5520,4018,0,0,0,3,5,0,0,0,0,0,0,0,1,0,0,0,0,4
"I07_GS014","I07N",1,7,5,7,2018,-15.0915,55.0003,59887,83,0,0,0,59747,0,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_GS015","I07N",1,7,5,7,2018,-13.957,54.9983,82736,65,0,0,0,46971,0,21,35667,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_282","I07N",0,7,5,8,2018,-13.8991,54.9985,34380,4683,0,72,0,11860,5840,4174,3098,4653,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"I07_286","I07N",0,7,5,8,2018,-13.3895,54.9917,47673,9777,0,0,0,9201,8160,3397,2771,14256,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_290","I07N",0,7,5,8,2018,-13.1164,54.9958,38156,10072,7,17,0,4591,9502,6888,4669,2410,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"I07_294","I07N",0,7,5,8,2018,-12.8191,54.9997,31937,1927,0,50,0,7455,2739,4405,2783,12343,0,0,0,235,5,0,0,0,0,0,0,2,0,0,0,0,0,3
"I07_297","I07N",0,7,5,8,2018,-12.2442,54.9942,49809,21,0,0,0,9751,18896,6167,7867,7107,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,4
"I07_301","I07N",0,7,5,8,2018,-12.2089,54.9603,50594,2477,0,162,0,14522,12046,7423,6195,7769,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"I07_305","I07N",0,7,5,9,2018,-11.8754,54.5499,91859,26793,19060,1670,799,23070,6280,4305,3338,6544,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_309","I07N",0,7,5,9,2018,-11.731,54.3803,69276,21526,2189,2267,0,18065,5414,11187,5907,2721,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,2,1
"I07_313","I07N",0,7,5,9,2018,-11.499,54.1094,32209,8258,1031,583,11,10731,4814,1881,2016,2838,0,0,0,46,3,0,0,0,0,1,2,0,0,0,0,0,0,0
"I07_GS016","I07N",1,7,5,9,2018,-11.8807,54.5567,121829,54441,34669,5393,3998,23320,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"I07_316","I07N",0,7,5,10,2018,-11.1282,53.6649,41438,451,0,6,0,4697,10302,11701,374,13907,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_320","I07N",0,7,5,10,2018,-11.0668,53.5901,34703,3269,352,196,63,9352,8159,4025,1071,8173,0,0,0,43,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"I07_GS017","I07N",1,7,5,10,2018,-11.1367,53.6727,2622,15,0,0,0,1717,0,0,890,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_324","I07N",0,7,5,11,2018,-10.7525,53.2101,49156,7868,0,602,0,11877,16721,7635,2976,1437,0,0,0,40,3,0,0,0,0,0,1,0,0,0,0,0,0,2
"I07_328","I07N",0,7,5,11,2018,-10.513,52.9227,44134,4719,0,561,0,11653,15239,2660,2088,7214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_332","I07N",0,7,5,11,2018,-10.3834,52.7681,34500,15,0,1185,0,11859,14371,2447,2142,2313,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_336","I07N",0,7,5,11,2018,-10,52.3177,56432,5931,0,60,11,13462,11265,7912,9518,8273,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"I07_339","I07N",0,7,5,11,2018,-9.8585,52.1461,38543,7610,0,0,0,11177,8555,3413,4095,3659,0,0,0,34,4,0,0,0,0,0,2,0,0,0,0,0,0,2
"I07_343","I07N",0,7,5,11,2018,-9.632,51.8723,32595,4984,0,0,0,4866,10057,3820,3055,5813,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"I07_GS018","I07N",1,7,5,11,2018,-9.6417,51.8827,8673,10,0,0,0,8659,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_347","I07N",0,7,5,12,2018,-9.2568,51.4293,57576,5695,0,201,0,11094,18354,6269,10921,5042,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4
"I07_351","I07N",0,7,5,12,2018,-9.1206,51.6169,59399,13039,0,0,0,13455,3219,16052,9663,3916,0,0,0,55,3,0,0,0,0,1,0,0,0,0,0,0,0,2
"I07_355","I07N",0,7,5,12,2018,-8.9121,51.8987,33227,4171,0,0,0,16496,7180,2106,1720,1270,0,0,84,200,4,0,0,0,0,1,0,0,0,0,0,0,0,3
"I07_359","I07N",0,7,5,12,2018,-8.7341,52.1453,50955,6989,0,0,0,13355,10474,8847,5613,5645,0,0,0,32,6,0,0,0,0,0,2,0,0,0,0,0,0,4
"I07_362","I07N",0,7,5,12,2018,-8.555,52.3825,13019,1136,0,23,0,2244,2359,3313,1756,2188,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"I07_366","I07N",0,7,5,12,2018,-8.4557,52.4785,119637,26117,0,618,0,30226,15557,19272,9882,17965,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"I07_GS019","I07N",1,7,5,12,2018,-9.2587,51.429,3875,49,0,0,0,609,27,8,13,0,0,0,0,3169,3,0,0,0,0,0,1,0,0,0,0,0,0,2
"I07_GS020","I07N",1,7,5,12,2018,-8.5657,52.3678,17264,10224,0,2252,117,4374,0,0,0,0,0,0,297,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"I07_370.1","I07N",0,7,5,13,2018,-8.3752,52.6261,23851,1504,0,16,0,19538,744,864,354,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_370.2","I07N",0,7,5,13,2018,-8.3752,52.6261,90734,15368,0,73,0,17128,19467,11423,6339,20734,0,0,30,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_374","I07N",0,7,5,13,2018,-8.1975,52.8619,74451,10184,0,284,0,24106,16746,10101,8244,4786,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"I07_378","I07N",0,7,5,13,2018,-8.1086,53.0743,108619,15148,0,0,0,14708,49605,239,16186,12733,0,0,0,0,12,0,0,0,0,0,2,0,0,1,0,0,0,9
"I07_382","I07N",0,7,5,13,2018,-8.0046,53.295,4160,1403,0,0,0,1156,623,195,362,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I07_385","I07N",0,7,5,13,2018,-7.7584,53.4626,90680,12887,0,0,0,26047,25200,17861,6553,1676,0,0,0,456,2,0,0,0,0,0,1,0,0,0,0,0,0,1
"I07_389","I07N",0,7,5,13,2018,-7.5173,53.6292,102757,12814,0,0,0,24871,13986,22365,13949,14294,0,0,0,478,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"I07_GS021","I07N",1,7,5,13,2018,-8.199,52.8602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"I07_GS022","I07N",1,7,5,13,2018,-8.0045,53.2943,39446,14425,0,0,0,22390,2631,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,7
"I07_393","I07N",0,7,5,14,2018,-7.0804,53.9308,116316,23753,0,0,0,28887,20417,30823,1746,10690,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1
"I07_401","I07N",0,7,5,14,2018,-6.5524,54.29,68135,20025,0,0,0,14729,9338,1327,7249,15454,13,0,0,0,6,0,0,0,0,1,2,0,0,0,0,0,0,3
"I07_405","I07N",0,7,5,14,2018,-6.2147,54.5251,85083,5610,0,0,0,9567,14187,24035,9615,21397,0,0,0,672,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"I07_408","I07N",0,7,5,14,2018,-6.0822,54.6291,85587,15647,0,0,0,13738,31651,13010,5663,5701,0,0,0,177,5,0,0,0,0,0,0,0,0,0,0,0,0,5
"I07_412","I07N",0,7,5,14,2018,-5.5879,54.9577,85152,29676,0,0,0,18027,13488,7969,12920,3072,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,5
"I07_GS023","I07N",1,7,5,14,2018,-7.0392,53.9578,15042,62,0,0,0,14975,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
