"Sample_ID","lat_N","lon_E","Nutricline_1uM_Interp","Phosphate_surfBottle","Silicate_surfBottle","Nitrate_NitriteBottle","CTD_salinity","Temp_SST","Cruise","Metagenome_Sample_ID","Omega_P","Omega_N","Omega_Fe"
"I9N2016_056_nifH",-16.27755667,94.99986167,112.2,0.03,1.7,NA,34.9756,27.485,"IO9","I9N2016_056_META",-0.672470207,0.439623452,-0.227605449
"I9N2016_057_nifH",-16.00389667,95,105.4,0.02,1.6,NA,34.97995,27.268,"IO9","I9N2016_057_META",-0.664226374,0.477476948,-0.274849608
"I9N2016_058_nifH",-15.71710833,94.99,98.6,0.01,1.5,NA,34.9843,27.366,"IO9","I9N2016_058_META",-0.623654177,0.747832976,-0.175615284
"I9N2016_059_nifH",-15.44775833,95.0013,110.3,0.04,1.25,NA,34.707,27.355,"IO9","I9N2016_059_META",-0.631018373,0.730027948,-0.240538112
"I9N2016_060_nifH",-15.16822833,94.99985667,122,0.07,1,NA,34.4297,27.412,"IO9","I9N2016_060_META",-0.631110368,0.76784872,-0.054084623
"I9N2016_061_nifH",-14.92976667,94.99998333,105.9,0.06,1,NA,34.42155,28.237,"IO9","I9N2016_061_META",-0.588452857,0.883562839,-0.118543063
"I9N2016_062_nifH",-14.63274833,94.99994,89.8,0.05,1,NA,34.4134,28.617,"IO9","I9N2016_062_META",-0.626781323,0.479103617,-0.183492333
"I9N2016_063_nifH",-14.34646667,94.99995,80.8,0.05,0.95,NA,34.3866,28.598,"IO9","I9N2016_063_META",-0.617005541,0.744845157,0.035770215
"I9N2016_064_nifH",-14.08315,94.99976667,71.8,0.05,0.9,NA,34.3598,28.5759,"IO9","I9N2016_064_META",-0.590720358,0.662657627,-0.065627792
"I9N2016_065_nifH",-13.840785,94.99997667,76,0.05,0.9,NA,34.32275,28.345,"IO9","I9N2016_065_META",-0.626761613,0.747071016,-0.266767474
"I9N2016_066_nifH",-13.56653833,94.99987167,80.2,0.05,0.9,NA,34.2857,28.5859,"IO9","I9N2016_066_META",-0.638238962,0.966128081,-0.21560042
"I9N2016_067_nifH",-13.29545167,94.99998833,77.45,0.04,0.95,NA,34.15065,28.849,"IO9","I9N2016_067_META",-0.569880672,0.965671197,-0.384350447
"I9N2016_068_nifH",-13.0295,95,74.7,0.03,1,NA,34.0156,29.1649,"IO9","I9N2016_068_META",-0.625597008,1.002303931,-0.255890745
"I9N2016_069_nifH",-12.76188333,94.9999,59.75,0.035,1.15,NA,33.9558,29.3949,"IO9","I9N2016_069_META",-0.593400647,0.825704321,-0.366467318
"I9N2016_070_nifH",-12.48443333,95.0001,44.8,0.04,1.3,NA,33.896,29.6909,"IO9","I9N2016_070_META",-0.603061747,0.615110965,-0.155905107
"I9N2016_071_nifH",-12.28284333,94.99998167,50.1,0.04,1.15,NA,33.9164,29.565,"IO9","I9N2016_071_META",-0.593833756,0.839305046,-0.187310347
"I9N2016_072_nifH",-11.94789167,94.99987333,55.4,0.04,1,NA,33.9368,29.69,"IO9","I9N2016_072_META",-0.613701616,0.857252603,-0.103949454
"I9N2016_073_nifH",-11.62765833,95.00003333,50.7,0.045,1.05,NA,33.9762,29.745,"IO9","I9N2016_073_META",-0.588516135,0.840140433,-0.266353674
"I9N2016_074_nifH",-11.42065833,94.9997,46,0.05,1.1,NA,34.0156,29.806,"IO9","I9N2016_074_META",-0.582091678,0.916533215,-0.270626453
"I9N2016_075_nifH",-11.104455,94.99998333,44.95,0.05,1.15,NA,34.02825,29.796,"IO9","I9N2016_075_META",-0.58338683,0.912839238,-0.010935576
"I9N2016_076_nifH",-10.884905,94.99903333,43.9,0.05,1.2,NA,34.0409,30.399,"IO9","I9N2016_076_META",-0.588992301,0.848690292,-0.175417867
"I9N2016_077_nifH",-10.65205667,95.00002333,48.6,0.055,1.2,NA,34.0613,30.482,"IO9","I9N2016_077_META",-0.555628722,0.874351541,-0.331486682
"I9N2016_078_nifH",-10.34714167,94.99972333,53.3,0.06,1.2,NA,34.0817,30.1998,"IO9","I9N2016_078_META",-0.612372358,0.986147704,-0.166653637
"I9N2016_079_nifH",-10.13076333,94.99999167,47.1,0.055,1,NA,34.023,30.302,"IO9","I9N2016_079_META",-0.639619922,1.116806871,0.035612032
"I9N2016_080_nifH",-9.816416667,94.9999,40.9,0.05,0.8,NA,33.9643,30.463,"IO9","I9N2016_080_META",-0.623263313,1.118427532,-0.228820161
"I9N2016_081_nifH",-9.542918333,95.00005833,41.5,0.05,0.95,NA,33.93585,30.5953,"IO9","I9N2016_081_META",-0.624137235,0.861758805,-0.395617076
"I9N2016_082_nifH",-9.282826667,95.00044667,42.1,0.05,1.1,NA,33.9074,30.7999,"IO9","I9N2016_082_META",-0.629830064,0.721545509,-0.263930933
"I9N2016_083_nifH",-8.993065,94.99998833,47.35,0.03,1.2,NA,33.90655,30.926,"IO9","I9N2016_083_META",-0.571386378,1.041914479,-0.267066334
"I9N2016_084_nifH",-8.729521667,94.99947,52.6,0.01,1.3,NA,33.9057,30.7877,"IO9","I9N2016_084_META",-0.607557931,1.229892704,-0.289400857
"I9N2016_085_nifH",-8.491708333,95.000045,57.75,0.025,1.2,NA,33.74195,30.675,"IO9","I9N2016_085_META",-0.598428659,1.100002044,-0.288761183
"I9N2016_086_nifH",-8.217886667,94.99997,62.9,0.04,1.1,NA,33.5782,30.5069,"IO9","I9N2016_086_META",-0.642041663,0.954484011,-0.224843711
"I9N2016_087_nifH",-7.944405,95.00010333,65.5,0.05,1.15,NA,33.6616,30.3494,"IO9","I9N2016_087_META",-0.597354879,1.141131985,-0.185598457
"I9N2016_088_nifH",-7.673305,95.000645,68.1,0.06,1.2,NA,33.745,31.4089,"IO9","I9N2016_088_META",-0.601935996,0.968835106,-0.201766708
"I9N2016_089_nifH",-7.379741667,95.00001167,61.3,0.05,1.15,NA,33.7259,30.614,"IO9","I9N2016_089_META",-0.595218764,0.958784139,-0.342431817
"I9N2016_090_nifH",-7.134695,95.00006,54.5,0.04,1.1,NA,33.7068,30.9906,"IO9","I9N2016_090_META",-0.580944415,0.956221226,-0.314690801
"I9N2016_091_nifH",-6.999596667,94.99998,58.45,0.035,1.1,NA,33.7605,30.556,"IO9","I9N2016_091_META",-0.597079825,1.08774061,-0.283674566
"I9N2016_092_nifH",-6.59915,95.00031667,62.4,0.03,1.1,NA,33.8142,30.469,"IO9","I9N2016_092_META",-0.608192831,0.969665246,-0.373454921
"I9N2016_093_nifH",-6.369471667,94.99996333,53.35,0.03,1.15,NA,33.8536,30.43,"IO9","I9N2016_093_META",-0.607783676,0.929814839,-0.273501153
"I9N2016_094_nifH",-6.068261667,95.00002833,44.3,0.03,1.2,NA,33.893,30.3428,"IO9","I9N2016_094_META",-0.58085523,0.917520887,-0.308016994
"I9N2016_095_nifH",-5.773351667,94.99998167,36.8,0.035,1.15,NA,33.89325,30.7461,"IO9","I9N2016_095_META",-0.596331482,0.807682702,-0.328869442
"I9N2016_096_nifH",-5.529405,95.00023667,29.3,0.04,1.1,NA,33.8935,30.995,"IO9","I9N2016_096_META",-0.599617352,0.585616044,-0.319706286
"I9N2016_097_nifH",-5.276558333,94.99996333,45.7,0.035,1.1,NA,33.9179,30.9279,"IO9","I9N2016_097_META",-0.604179817,1.117925227,-0.234986812
"I9N2016_098_nifH",-4.97571,95.00011833,62.1,0.03,1.1,NA,33.9423,30.776,"IO9","I9N2016_098_META",-0.573642989,1.241800647,-0.225605365
"I9N2016_099_nifH",-4.533483333,94.86831667,68.4,0.023333333,1,NA,33.8801,30.401,"IO9","I9N2016_099_META",-0.614192069,0.819096782,-0.285016343
"I9N2016_100_nifH",-4.360356667,94.811175,66.4,0.016666667,0.95,NA,33.85455,30.437,"IO9","I9N2016_100_META",-0.601645256,0.665167576,-0.443467862
"I9N2016_101_nifH",-4.069081667,94.71584167,64.4,0.01,0.9,NA,33.829,30.569,"IO9","I9N2016_101_META",-0.60863875,0.289409325,-0.409005639
"I9N2016_102_nifH",-3.878605,94.65217167,63.2,0.015,1,NA,33.77845,30.422,"IO9","I9N2016_102_META",-0.552337244,0.647110667,-0.20526394
"I9N2016_103_nifH",-3.615953333,94.56871333,62,0.02,1.1,NA,33.7279,30.569,"IO9","I9N2016_103_META",-0.426000521,0.519514245,-0.414957814
"I9N2016_104_nifH",-3.362448333,94.49363,60.7,0.0225,1.2,NA,33.7654,30.569,"IO9","I9N2016_104_META",-0.528382122,0.755997667,-0.398898219
"I9N2016_105_nifH",-3.129816667,94.42530167,59.4,0.025,1.3,NA,33.8029,30.585,"IO9","I9N2016_105_META",-0.499794666,0.325902665,-0.438758552
"I9N2016_106_nifH",-2.918516667,94.359105,59.1,0.0275,1.2,NA,33.7462,30.6571,"IO9","I9N2016_106_META",-0.403097104,0.313029889,-0.516663971
"I9N2016_107_nifH",-2.833275,94.33284,58.8,0.03,1.1,NA,33.6895,30.82,"IO9","I9N2016_107_META",-0.38509663,0.228894559,-0.348868606
"I9N2016_108_nifH",-2.63216,94.27231667,61.05,0.025,1.05,NA,33.63305,30.707,"IO9","I9N2016_108_META",-0.292895219,0.140741041,-0.580706266
"I9N2016_109_nifH",-2.508133333,94.23742167,63.3,0.02,1,NA,33.5766,30.8159,"IO9","I9N2016_109_META",-0.217595845,0.144498172,-0.463237467
"I9N2016_110_nifH",-2.301018333,94.165995,65.35,0.025,1,NA,33.57805,30.679,"IO9","I9N2016_110_META",-0.112384128,0.161855308,-0.629140084
"I9N2016_111_nifH",-2.201343333,94.13186333,67.4,0.03,1,NA,33.5795,30.676,"IO9","I9N2016_111_META",-0.257628317,0.18006201,-0.548283794
"I9N2016_112_nifH",-2.024356667,94.07048333,61.6,0.028888889,1.15,NA,33.53895,30.634,"IO9","I9N2016_112_META",0.03705678,-0.085394762,-0.625437745
"I9N2016_113_nifH",-1.885013333,94.02360667,55.8,0.027777778,1.3,NA,33.4984,30.535,"IO9","I9N2016_113_META",-0.118710775,0.147519787,-0.63003234
"I9N2016_114_nifH",-1.745763333,93.98370167,59.25,0.026666667,1.35,NA,33.3432,30.701,"IO9","I9N2016_114_META",0.863186119,-0.28450156,-0.657637255
"I9N2016_115_nifH",-1.564246667,93.93201167,62.7,0.025555556,1.4,NA,33.188,30.9103,"IO9","I9N2016_115_META",0.503602648,-0.200019675,-0.609614097
"I9N2016_116_nifH",-1.432458333,93.88897167,54.3,0.024444444,1.3,NA,33.11455,30.793,"IO9","I9N2016_116_META",0.573006041,-0.505829696,-0.682545573
"I9N2016_117_nifH",-1.249783333,93.82934833,45.9,0.023333333,1.2,NA,33.0411,31.2199,"IO9","I9N2016_117_META",0.616218463,-0.381042332,-0.661077051
"I9N2016_118_nifH",-1.111868333,93.78733167,49.7,0.022222222,1.4,NA,33.10575,31.3147,"IO9","I9N2016_118_META",0.777011047,-0.356681744,-0.656931593
"I9N2016_119_nifH",-0.933003333,93.73320667,53.5,0.021111111,1.6,NA,33.1704,30.9665,"IO9","I9N2016_119_META",0.590346385,-0.197428302,-0.709565896
"I9N2016_120_nifH",-0.812005,93.69901333,50.55,0.02,1.55,NA,33.16795,30.727,"IO9","I9N2016_120_META",0.694494237,-0.282297242,-0.602531365
"I9N2016_121_nifH",-0.629873333,93.64805333,47.6,0.018888889,1.5,NA,33.1655,30.6653,"IO9","I9N2016_121_META",-0.657426047,0.015185224,-0.294027822
"I9N2016_122_nifH",-0.4346,93.58771667,46.15,0.017777778,1.5,NA,33.14885,30.8479,"IO9","I9N2016_122_META",1.121277009,-0.607531167,-0.622380303
"I9N2016_123_nifH",-0.315935,93.55215167,44.7,0.016666667,1.5,NA,33.1322,31.2669,"IO9","I9N2016_123_META",1.23092275,-0.560404308,-0.662251428
"I9N2016_124_nifH",-0.119813333,93.48306833,49.75,0.015555556,1.4,NA,33.0897,31.2364,"IO9","I9N2016_124_META",1.305403066,-0.605075342,-0.665245344
"I9N2016_125_nifH",0.000613333,93.44167333,54.8,0.014444444,1.3,NA,33.0472,31.1078,"IO9","I9N2016_125_META",0.846543797,-0.679788792,-0.691345966
"I9N2016_126_nifH",0.147463333,93.37547167,54.25,0.013333333,1.4,NA,33.0775,30.8618,"IO9","I9N2016_126_META",1.610607294,-0.536674487,-0.506020457
"I9N2016_127_nifH",0.316748333,93.30029333,53.7,0.012222222,1.5,NA,33.1078,30.72,"IO9","I9N2016_127_META",1.281901963,-0.746052564,-0.656081283
"I9N2016_128_nifH",0.392586667,93.20948167,61.45,0.011111111,1.65,NA,33.10655,30.676,"IO9","I9N2016_128_META",1.311036364,-0.671219772,-0.663322158
"I9N2016_129_nifH",0.548151667,93.02456667,69.2,0.01,1.8,NA,33.1053,30.679,"IO9","I9N2016_129_META",1.107779955,-0.535250912,-0.606736457
"I9N2016_130_nifH",0.718498333,92.83943,63.7,0.01,1.8,NA,33.09645,30.648,"IO9","I9N2016_130_META",1.291540932,-0.608462374,-0.677230128
"I9N2016_131_nifH",0.818113333,92.73359833,58.2,0.01,1.8,NA,33.0876,30.704,"IO9","I9N2016_131_META",1.678370785,-0.638229166,-0.642128928
"I9N2016_132_nifH",0.926686667,92.63333333,60.1,0.01,1.8,NA,33.12545,30.72,"IO9","I9N2016_132_META",1.308626733,-0.701801179,-0.636507183
"I9N2016_133_nifH",1.098345,92.50449167,62,0.01,1.8,NA,33.1633,30.6419,"IO9","I9N2016_133_META",1.452769521,-0.636446481,-0.658898015
"I9N2016_134_nifH",1.140505,92.47757667,64.85,0.01,1.75,NA,33.2345,30.61,"IO9","I9N2016_134_META",1.433818941,-0.682176874,-0.650241191
"I9N2016_135_nifH",1.450153333,92.29927167,67.7,0.01,1.7,NA,33.3057,30.466,"IO9","I9N2016_135_META",1.060420036,-0.486854433,-0.662230347
"I9N2016_136_nifH",1.67274,92.21094833,60.6,0.02,1.75,NA,33.3678,30.704,"IO9","I9N2016_136_META",0.437591152,-0.170441811,-0.572111163
"I9N2016_137_nifH",1.798841667,92.16122167,53.5,0.03,1.8,NA,33.4299,30.656,"IO9","I9N2016_137_META",0.227371305,-0.058462811,-0.548727627
"I9N2016_138_nifH",2.013626667,92.08567667,58.05,0.02,1.75,NA,33.4525,30.694,"IO9","I9N2016_138_META",-0.003629159,-0.242468353,-0.574831811
"I9N2016_139_nifH",2.201161667,92.020135,62.6,0.01,1.7,NA,33.4751,30.6809,"IO9","I9N2016_139_META",0.141463656,-0.074304753,-0.554949119
"I9N2016_140_nifH",2.43041,91.94473167,65.1,0.015,1.65,NA,33.45395,30.696,"IO9","I9N2016_140_META",0.011740676,-0.059770363,-0.577562727
"I9N2016_141_nifH",2.598448333,91.88993833,67.6,0.02,1.6,NA,33.4328,30.504,"IO9","I9N2016_141_META",0.063247564,-0.000996524,-0.571160414
"I9N2016_142_nifH",2.761846667,91.83674167,60.85,0.02,1.6,NA,33.48265,30.483,"IO9","I9N2016_142_META",0.151648019,0.053991244,-0.577779247
"I9N2016_143_nifH",3.000083333,91.75994667,54.1,0.02,1.6,NA,33.5325,30.534,"IO9","I9N2016_143_META",-0.061828258,0.19571912,-0.488724488
"I9N2016_144_nifH",3.20292,91.65622667,58.9,0.015,1.55,NA,33.5676,30.49,"IO9","I9N2016_144_META",-0.04446573,0.252972339,-0.502938422
"I9N2016_145_nifH",3.431008333,91.71537333,63.7,0.01,1.5,NA,33.6027,30.6799,"IO9","I9N2016_145_META",-0.078009816,0.081464766,-0.576994146
"I9N2016_146_nifH",3.718448333,91.40715667,77.5,0.02,1.45,NA,33.62515,30.7252,"IO9","I9N2016_146_META",-0.221980193,0.229074019,-0.444391853
"I9N2016_147_nifH",3.90019,91.32631333,91.3,0.03,1.4,NA,33.6476,31.5144,"IO9","I9N2016_147_META",-0.424257522,0.102190354,-0.076545489
"I9N2016_148_nifH",4.065341667,91.20651167,72.6,0.025,1.25,NA,33.7409,31.1592,"IO9","I9N2016_148_META",-0.522937246,0.540075294,-0.430274508
"I9N2016_149_nifH",4.285296667,91.04708833,53.9,0.02,1.1,NA,33.8342,31.1958,"IO9","I9N2016_149_META",-0.570378728,0.620176477,-0.523233012
"I9N2016_150_nifH",4.518033333,90.86723,61.25,0.02,1.15,NA,33.9326,31.1771,"IO9","I9N2016_150_META",-0.57929153,0.610967303,-0.221298004
"I9N2016_151_nifH",4.653826667,90.76292833,68.6,0.02,1.2,NA,34.031,30.6431,"IO9","I9N2016_151_META",-0.477214009,0.453474345,-0.13469381
"I9N2016_152_nifH",4.833453333,90.62174,56.85,0.04,1.3,NA,34.12045,30.539,"IO9","I9N2016_152_META",-0.565881603,0.790308213,-0.252832701
"I9N2016_153_nifH",5.024525,90.47362,45.1,0.06,1.4,NA,34.2099,30.717,"IO9","I9N2016_153_META",-0.577323294,0.767454192,-0.195649391
"I9N2016_154_nifH",5.33135,90.24293333,37.3,0.055,1.4,NA,34.02835,30.769,"IO9","I9N2016_154_META",0.02770862,-0.122397635,-0.338556912
"I9N2016_155_nifH",5.393996667,90.19357833,29.5,0.05,1.4,NA,33.8468,31.2911,"IO9","I9N2016_155_META",-0.16419217,0.125157925,-0.481619154
"I9N2016_156_nifH",5.621573333,89.90954167,29.75,0.045,1.25,NA,33.8569,31.2881,"IO9","I9N2016_156_META",-0.050475976,-0.192527131,-0.453542947
"I9N2016_157_nifH",5.763191667,89.79002667,30,0.04,1.1,NA,33.867,31.3285,"IO9","I9N2016_157_META",-0.264729543,0.014321989,-0.358022535
"I9N2016_158_nifH",5.910553333,89.628125,35.7,0.035,1.15,NA,33.97965,31.069,"IO9","I9N2016_158_META",-0.293736768,0.313377033,-0.245787344
"I9N2016_159_nifH",6.1191,89.62811667,41.4,0.03,1.2,NA,34.0923,31.2732,"IO9","I9N2016_159_META",-0.387278902,0.228930197,-0.433424782
"I9N2016_160_nifH",6.204651667,89.56418667,45.7,0.04,1.2,NA,34.114,31.0171,"IO9","I9N2016_160_META",-0.399860499,0.308411681,-0.436445751
"I9N2016_161_nifH",6.501511667,89.33943,50,0.05,1.2,NA,34.1357,31.042,"IO9","I9N2016_161_META",-0.465961229,0.402641626,-0.423190896
"I9N2016_162_nifH",6.657948333,89.22016667,45.05,0.03,1.5,NA,33.6265,30.813,"IO9","I9N2016_162_META",0.517109112,-0.353797956,-0.352853572
"I9N2016_163_nifH",6.873103333,89.05476833,40.1,0.01,1.8,NA,33.1173,30.7071,"IO9","I9N2016_163_META",0.519671055,-0.348761637,-0.586069957
"I9N2016_164_nifH",7.06215,88.908965,41.9,0.01,1.9,NA,32.9252,31.0581,"IO9","I9N2016_164_META",0.533425951,-0.234242131,-0.402735139
"I9N2016_165_nifH",7.241058333,88.770695,43.7,0.01,2,NA,32.7331,31.4442,"IO9","I9N2016_165_META",0.931760007,-0.391018264,-0.660519453
"I9N2016_166_nifH",7.470995,88.59243667,44,0.01,2.05,NA,32.7047,31.3417,"IO9","I9N2016_166_META",1.053911346,-0.391144099,-0.636262202
"I9N2016_167_nifH",7.611185,88.49471333,44.3,0.01,2.1,NA,32.6763,31.255,"IO9","I9N2016_167_META",1.039117213,-0.504798143,-0.641749409
"I9N2016_168_nifH",7.982885,88.20166167,61.5,0.01,2,NA,32.9322,31.0432,"IO9","I9N2016_168_META",-0.348444081,0.313917562,-0.362401209
"I9N2016_169_nifH",8.198958333,88.03546833,52.25,0.01,2,NA,32.8862,31.138,"IO9","I9N2016_169_META",0.705865766,-0.107588279,-0.574124636
"I9N2016_170_nifH",8.349536667,87.91937667,43,0.01,2,NA,32.8402,31.125,"IO9","I9N2016_170_META",0.74035993,0.009899553,-0.567916203
"I9N2016_171_nifH",8.464125,87.83091333,47.95,0.01,2.05,NA,33.0092,31.1181,"IO9","I9N2016_171_META",0.634502966,-0.056231728,-0.633632549
"I9N2016_172_nifH",8.720113333,87.63239667,52.9,0.01,2.1,NA,33.1782,31.6379,"IO9","I9N2016_172_META",0.531644782,-0.02243683,-0.606693578
"I9N2016_173_nifH",8.86176,87.52250667,57.8,0.01,1.95,NA,33.3051,31.1087,"IO9","I9N2016_173_META",0.491880627,0.356433394,-0.571584987
"I9N2016_174_nifH",9.088571667,87.34974167,62.7,0.01,1.8,NA,33.432,32.6247,"IO9","I9N2016_174_META",0.290877305,0.42107136,-0.495384149
"I9N2016_175_nifH",9.218976667,87.25007167,64.25,0.01,2,NA,32.98445,31.337,"IO9","I9N2016_175_META",0.390371332,0.239470327,-0.614324366
"I9N2016_176_nifH",9.458176667,87.06914833,65.8,0.01,2.2,NA,32.5369,31.3694,"IO9","I9N2016_176_META",1.730041231,0.527062678,-0.613146139
"I9N2016_177_nifH",9.658243333,87.37719833,67,0.01,2.05,NA,32.7297,30.8829,"IO9","I9N2016_177_META",2.089657527,0.365679767,-0.692616157
"I9N2016_178_nifH",9.96645,87.85152333,68.2,0.01,1.9,NA,32.9225,31.0887,"IO9","I9N2016_178_META",0.609919419,0.263543915,-0.639075535
"I9N2016_179_nifH",9.966581667,87.57121667,66.1,0.01,1.95,NA,32.84945,30.972,"IO9","I9N2016_179_META",0.655632761,0.353100788,-0.664629597
"I9N2016_180_nifH",9.9663,87.29932,64,0.01,2,NA,32.7764,31.5574,"IO9","I9N2016_180_META",0.962257895,0.227436536,-0.614957363
"I9N2016_181_nifH",9.89185,87.02015667,55.5,0.01,2.15,NA,32.5214,31.1507,"IO9","I9N2016_181_META",1.872095494,0.377326838,-0.571125931
"I9N2016_182_nifH",9.827908333,86.78236833,47,0.01,2.3,NA,32.2664,30.9824,"IO9","I9N2016_182_META",1.451000949,0.245749553,-0.641371971
"I9N2016_183_nifH",9.895021667,86.50597667,50.8,0.01,2.15,NA,32.2426,30.973,"IO9","I9N2016_183_META",2.151748182,0.432819062,-0.588886079
"I9N2016_184_nifH",9.968926667,86.19996167,54.6,0.01,2,NA,32.2188,30.94,"IO9","I9N2016_184_META",2.813390749,0.48364856,-0.580727974
"I9N2016_185_nifH",9.964891667,86.05912833,66.45,0.01,2.05,NA,32.383,30.747,"IO9","I9N2016_185_META",2.42272755,0.452735509,-0.636187272
"I9N2016_186_nifH",9.95317,85.65688167,78.3,0.01,2.1,NA,32.5472,30.7071,"IO9","I9N2016_186_META",1.49030626,0.305629572,-0.696443472
"I9N2016_187_nifH",9.96386,85.42005833,73.1,0.01,1.95,NA,32.89325,31.071,"IO9","I9N2016_187_META",2.197678551,0.5008921,-0.635065694
"I9N2016_188_nifH",9.975256667,85.17441667,67.9,0.01,1.8,NA,33.2393,31.4214,"IO9","I9N2016_188_META",0.365130811,0.04458884,-0.553365311
"I9N2016_189_nifH",9.972413333,84.75260667,77.1,0.01,1.7,NA,33.2227,31.2832,"IO9","I9N2016_189_META",0.380506533,0.688598333,-0.562142877
"I9N2016_190_nifH",9.338335,85.03613167,73.6,0.01,1.7,NA,33.33325,30.9039,"IO9","I9N2016_190_META",0.448608452,0.170133027,-0.575615249
"I9N2016_191_nifH",8.857741667,85.24960333,70.1,0.01,1.7,NA,33.4438,30.924,"IO9","I9N2016_191_META",0.481960406,0.067576997,-0.465785421
"I9N2016_192_nifH",8.256575,85.51950833,68.65,0.01,1.55,NA,33.4313,30.967,"IO9","I9N2016_192_META",1.423215797,0.460287443,-0.558779903
"I9N2016_193_nifH",7.74711,85.74700333,67.2,0.01,1.4,NA,33.4188,31.133,"IO9","I9N2016_193_META",1.083458464,-0.548488188,-0.578362533
"I9N2016_194_nifH",8.040185,85.893195,72.65,0.01,1.5,NA,33.28825,31.224,"IO9","I9N2016_194_META",0.47684516,0.100402004,-0.600442914
"I9N2016_195_nifH",8.266043333,86.005745,78.1,0.01,1.6,NA,33.1577,31.0121,"IO9","I9N2016_195_META",0.365183892,0.181265117,-0.509311981
"I9N2016_196_nifH",8.49991,86.12277833,70.3,0.01,1.7,NA,33.01545,30.947,"IO9","I9N2016_196_META",0.351612658,0.061524132,-0.627077895
"I9N2016_197_nifH",8.78672,86.26604667,62.5,0.01,1.8,NA,32.8732,31.027,"IO9","I9N2016_197_META",1.145487003,0.243457149,-0.626893625
"I9N2016_198_nifH",9.069375,86.40623833,64.25,0.01,2.05,NA,32.62075,30.877,"IO9","I9N2016_198_META",0.92041861,0.193469221,-0.632313614
"I9N2016_199_nifH",9.307015,86.52388667,66,0.01,2.3,NA,32.3683,31.053,"IO9","I9N2016_199_META",1.856198606,0.382149405,-0.583578489
"I9N2016_200_nifH",9.59406,86.66416667,58.75,0.01,2.15,NA,32.30065,30.967,"IO9","I9N2016_200_META",2.671352682,0.244991708,-0.594860744
"I9N2016_201_nifH",9.826951667,86.79866333,51.5,0.01,2,NA,32.233,31.3231,"IO9","I9N2016_201_META",2.371601705,0.735795692,-0.533859834
"I9N2016_202_nifH",10.10202333,86.94493,56.7,0.01,1.95,NA,32.29735,31.1422,"IO9","I9N2016_202_META",1.712655435,0.10468639,-0.709565896
"I9N2016_208_nifH",11.50823167,87.78085667,69.6,0.01,1.9,NA,32.4944,31.178,"IO9","I9N2016_208_META",0.803967513,0.093249596,-0.646707312
"I9N2016_209_nifH",11.71471833,87.90313167,62.5,0.01,1.8,NA,32.5688,32,"IO9","I9N2016_209_META",2.02317034,0.188308489,-0.638028609
"I9N2016_210_nifH",11.97046667,88.05645833,64.6,0.01,1.95,NA,32.2854,30.9631,"IO9","I9N2016_210_META",1.925860438,-0.022755484,-0.652984318
"I9N2016_211_nifH",12.18778333,88.18107,66.7,0.01,2.1,NA,32.002,31.1058,"IO9","I9N2016_211_META",2.550117072,0.119707115,-0.642800816
"I9N2016_212_nifH",12.47429833,88.35392167,71.6,0.01,2,NA,32.3072,30.851,"IO9","I9N2016_212_META",2.355883816,0.636837433,-0.616523844
"I9N2016_215_nifH",13.130095,88.74449833,69,0.01,2,NA,32.4476,30.6341,"IO9","I9N2016_215_META",2.144537479,0.391894054,-0.645741301
"I9N2016_216_nifH",13.39405,88.90143833,68,0.01,1.9,NA,32.6439,30.697,"IO9","I9N2016_216_META",1.717705806,0.338241565,-0.643878987
"I9N2016_217_nifH",13.60178167,89.02553667,67,0.01,1.8,NA,32.8402,31.0331,"IO9",NA,NA,NA,NA
"I9N2016_218_nifH",13.81326833,89.15083667,71.95,0.01,1.85,NA,32.58325,30.9371,"IO9","I9N2016_218_META",1.785177422,0.20477683,-0.642027228
"I9N2016_220_nifH",14.45046833,89.53223667,69.45,0.01,1.85,NA,32.1418,30.53,"IO9","I9N2016_220_META",1.307502137,-0.152847253,-0.663736182
"I9N2016_222_nifH",14.634495,89.62138167,64.5,0.01,1.65,NA,32.372,30.098,"IO9","I9N2016_222_META",2.877840666,-0.235794228,-0.624774609
"I9N2016_223_nifH",15.08355167,89.81681,67,0.01,1.5,NA,32.7867,30.2949,"IO9","I9N2016_223_META",1.357126953,0.287471804,-0.654374561
"I9N2016_224_nifH",15.16477667,89.809735,72.2,0.01,1.5,NA,32.87555,29.826,"IO9","I9N2016_224_META",1.144268202,0.416746165,-0.704856233
"I9N2016_225_nifH",15.500675,89.84970167,77.4,0.01,1.5,NA,32.9644,29.859,"IO9","I9N2016_225_META",0.713159516,0.194397096,-0.583517597
"I9N2016_226_nifH",15.72733,89.849545,83.7,0.01,1.4,NA,33.3247,29.682,"IO9","I9N2016_226_META",-0.225177673,0.324552626,-0.510769526
"I9N2016_229_nifH",16.49956,89.84967833,91.8,0.03,1.1,NA,33.626,29.478,"IO9","I9N2016_229_META",-0.052767052,0.604568787,-0.409436818
"I9N2016_230_nifH",16.819905,89.84963333,84.35,0.04,1.2,NA,33.28965,29.468,"IO9","I9N2016_230_META",-0.193932928,0.620424063,-0.414811325
"I9N2016_231_nifH",16.99837833,89.83405,76.9,0.05,1.3,NA,32.9533,29.384,"IO9","I9N2016_231_META",0.039947836,0.314182697,-0.553632253
"I9N2016_232_nifH",17.12365667,89.84971167,69.15,0.06,1.2,NA,33.4793,29.329,"IO9","I9N2016_232_META",0.716015928,0.392533207,-0.678957426
